lat [deg],lon [deg],start time [s],duration [s],severity,measurements,,
55.588586,-110.515998,26980,3000,4.462411748,|['visible', 'thermal']|,
57.677083,-73.477083,26990,3000,5.546372467,|['visible', 'thermal']|,
64.695299,13.740625,27000,3000,1.550007409,|['visible', 'thermal']|,
48.106705,-57.304962,27000,3000,3.045384415,|['visible', 'thermal']|,
67.82591,-127.321494,27000,3000,2.110859689,|['visible', 'thermal']|,
5.060093,-53.047917,27010,3000,3.612469571,|['visible', 'thermal']|,
36.496863,-77.81194,27030,3000,7.525006639,|['visible', 'thermal']|,
63.710403,124.44793,27030,3000,3.049844599,|['visible', 'thermal']|,
41.316234,124.149749,27030,3000,4.031023689,|['visible', 'thermal']|,
31.561999,116.147164,27040,3000,0.167633855,|['visible', 'thermal']|,
45.05625,100.727083,27060,3000,8.291254489,|['visible', 'thermal']|,
48.601086,4.711159,27060,3000,2.166545116,|['visible', 'thermal']|,
62.373903,-105.990117,27070,3000,8.748368088,|['visible', 'thermal']|,
29.464583,52.797917,27070,3000,3.396224291,|['visible', 'thermal']|,
69.104318,158.919602,27070,3000,3.667909468,|['visible', 'thermal']|,
53.009844,73.160417,27080,3000,3.216865261,|['visible', 'thermal']|,
54.067414,-70.20718,27110,3000,7.527212214,|['visible', 'thermal']|,
56.390421,-105.67709,27120,3000,3.015646698,|['visible', 'thermal']|,
35.697917,92.910417,27130,3000,7.191507655,|['visible', 'thermal']|,
53.218116,-70.863542,27170,3000,0.683124691,|['visible', 'thermal']|,
32.60147,108.885337,27170,3000,4.1244306,|['visible', 'thermal']|,
65.036467,-115.984263,27210,3000,3.101191626,|['visible', 'thermal']|,
62.22821,36.76875,27230,3000,5.919087079,|['visible', 'thermal']|,
41.838806,-79.001281,27230,3000,8.061365875,|['visible', 'thermal']|,
0.315825,31.841516,27240,3000,5.574458662,|['visible', 'thermal']|,
0.827083,111.972454,27250,3000,6.533085859,|['visible', 'thermal']|,
70.584161,-79.849775,27280,3000,0.475990876,|['visible', 'thermal']|,
60.072485,-143.459192,27280,3000,5.170658518,|['visible', 'thermal']|,
40.752083,21.789583,27290,3000,0.778118691,|['visible', 'thermal']|,
51.339793,-74.23049,27310,3000,0.868029333,|['visible', 'thermal']|,
56.360849,-115.873521,27310,3000,5.51499331,|['visible', 'thermal']|,
44.999429,37.240295,27330,3000,8.478783933,|['visible', 'thermal']|,
64.115573,80.525782,27330,3000,1.052841593,|['visible', 'thermal']|,
7.21031,81.534525,27370,3000,2.715656383,|['visible', 'thermal']|,
-25.249463,-57.330658,27370,3000,3.137525225,|['visible', 'thermal']|,
-28.06875,121.71875,27380,3000,1.067701112,|['visible', 'thermal']|,
48.310305,-71.212173,27380,3000,9.881900083,|['visible', 'thermal']|,
-32.385168,142.368611,27400,3000,7.814158579,|['visible', 'thermal']|,
64.191878,-67.163407,27430,3000,8.424020521,|['visible', 'thermal']|,
69.85608,70.203125,27430,3000,6.255121048,|['visible', 'thermal']|,
30.802298,-95.156394,27440,3000,1.958630884,|['visible', 'thermal']|,
44.987947,38.474909,27440,3000,2.999029866,|['visible', 'thermal']|,
73.214113,100.526635,27480,3000,3.490727105,|['visible', 'thermal']|,
53.099224,-93.332292,27490,3000,2.291908935,|['visible', 'thermal']|,
-32.098053,136.138542,27500,3000,9.456424329,|['visible', 'thermal']|,
64.312204,-97.491262,27500,3000,5.60761274,|['visible', 'thermal']|,
63.532473,30.535306,27510,3000,8.915933313,|['visible', 'thermal']|,
50.881935,-119.560272,27520,3000,2.435055383,|['visible', 'thermal']|,
58.038697,-156.842235,27540,3000,3.806385646,|['visible', 'thermal']|,
54.842791,83.001042,27540,3000,4.239361471,|['visible', 'thermal']|,
63.032814,-113.143309,27540,3000,5.187462751,|['visible', 'thermal']|,
-2.590894,-60.89145,27550,3000,2.065187267,|['visible', 'thermal']|,
48.481415,-84.532148,27560,3000,7.620628107,|['visible', 'thermal']|,
63.835342,-108.468706,27560,3000,2.301095991,|['visible', 'thermal']|,
45.406614,-73.957914,27570,3000,8.369331421,|['visible', 'thermal']|,
30.708037,-84.866115,27580,3000,1.452369388,|['visible', 'thermal']|,
55.019387,-102.711557,27590,3000,0.511410376,|['visible', 'thermal']|,
63.805716,-95.31875,27590,3000,1.818383089,|['visible', 'thermal']|,
52.72938,-61.757715,27590,3000,7.986880938,|['visible', 'thermal']|,
66.255863,28.097943,27620,3000,9.061813378,|['visible', 'thermal']|,
46.135417,56.11875,27630,3000,2.177954709,|['visible', 'thermal']|,
53.194652,-66.325742,27640,3000,5.635237151,|['visible', 'thermal']|,
13.375766,123.348958,27640,3000,1.501755667,|['visible', 'thermal']|,
55.64375,67.464583,27640,3000,6.608505513,|['visible', 'thermal']|,
48.347917,96.114583,27650,3000,3.859784329,|['visible', 'thermal']|,
48.496733,-92.665771,27690,3000,3.89906816,|['visible', 'thermal']|,
54.067414,-70.20718,27700,3000,1.662108178,|['visible', 'thermal']|,
-4.811955,103.919895,27710,3000,3.88300561,|['visible', 'thermal']|,
56.398006,-101.899142,27720,3000,3.775156444,|['visible', 'thermal']|,
65.932058,-98.634948,27720,3000,7.797617388,|['visible', 'thermal']|,
66.577083,-161.21875,27730,3000,3.060186404,|['visible', 'thermal']|,
61.666459,-109.959376,27730,3000,4.718123779,|['visible', 'thermal']|,
60.683778,-105.303661,27730,3000,8.899439259,|['visible', 'thermal']|,
46.885849,-75.655208,27730,3000,9.471057311,|['visible', 'thermal']|,
46.205924,6.149862,27740,3000,1.672558563,|['visible', 'thermal']|,
32.81875,82.214583,27750,3000,7.54863925,|['visible', 'thermal']|,
7.031395,-5.471695,27760,3000,5.162926673,|['visible', 'thermal']|,
50.136674,-67.134375,27780,3000,8.739287374,|['visible', 'thermal']|,
15.43797,-4.260417,27810,3000,8.952235052,|['visible', 'thermal']|,
40.839583,113.277083,27810,3000,1.306990056,|['visible', 'thermal']|,
63.749004,33.050775,27830,3000,3.996238292,|['visible', 'thermal']|,
65.761172,28.452072,27830,3000,2.114808941,|['visible', 'thermal']|,
33.822946,-96.573487,27840,3000,9.722654576,|['visible', 'thermal']|,
60.463802,-103.948958,27850,3000,9.199887342,|['visible', 'thermal']|,
-6.70106,107.36443,27850,3000,6.370717003,|['visible', 'thermal']|,
54.576503,-77.775539,27850,3000,3.600548976,|['visible', 'thermal']|,
26.941122,-81.100806,27860,3000,0.757880542,|['visible', 'thermal']|,
53.517284,-108.704843,27860,3000,4.559409049,|['visible', 'thermal']|,
8.866185,39.892254,27860,3000,1.960428307,|['visible', 'thermal']|,
-43.177538,-72.431841,27870,3000,5.390665234,|['visible', 'thermal']|,
35.038135,87.046133,27880,3000,6.248420463,|['visible', 'thermal']|,
52.140395,-120.19357,27880,3000,7.795819009,|['visible', 'thermal']|,
25.259378,-80.427297,27900,3000,6.422039957,|['visible', 'thermal']|,
58.742337,-99.21875,27900,3000,6.833886906,|['visible', 'thermal']|,
43.865243,-89.96057,27900,3000,7.153157583,|['visible', 'thermal']|,
64.782824,-96.896318,27910,3000,9.67625681,|['visible', 'thermal']|,
45.266269,-66.091252,27930,3000,7.012117944,|['visible', 'thermal']|,
45.01924,41.699642,27930,3000,5.308918797,|['visible', 'thermal']|,
23.209324,30.635465,27940,3000,0.396238743,|['visible', 'thermal']|,
51.443476,-76.743655,27960,3000,8.693859022,|['visible', 'thermal']|,
72.680175,-98.777149,27970,3000,4.565606828,|['visible', 'thermal']|,
31.247917,16.002083,27970,3000,9.085420245,|['visible', 'thermal']|,
-26.097917,32.243749,27970,3000,5.481461337,|['visible', 'thermal']|,
52.897999,-89.002709,27980,3000,3.679818404,|['visible', 'thermal']|,
53.885417,72.135417,28020,3000,9.022090575,|['visible', 'thermal']|,
33.143972,73.644471,28030,3000,9.354694735,|['visible', 'thermal']|,
-47.218653,-72.488542,28040,3000,7.676188788,|['visible', 'thermal']|,
63.697438,-112.023041,28050,3000,7.236744712,|['visible', 'thermal']|,
63.441863,-92.313329,28050,3000,7.188379857,|['visible', 'thermal']|,
53.580618,-9.319654,28060,3000,8.110678747,|['visible', 'thermal']|,
36.922917,100.197917,28080,3000,2.260768258,|['visible', 'thermal']|,
44.835014,-116.902154,28080,3000,3.524952161,|['visible', 'thermal']|,
55.002603,-106.314104,28140,3000,0.409023974,|['visible', 'thermal']|,
45.182315,-67.778288,28150,3000,4.666867683,|['visible', 'thermal']|,
-40.586279,-70.753766,28150,3000,7.486129399,|['visible', 'thermal']|,
42.850967,59.273904,28160,3000,7.270256627,|['visible', 'thermal']|,
30.623177,114.673958,28200,3000,0.225590758,|['visible', 'thermal']|,
60.141257,-99.105667,28210,3000,6.681318862,|['visible', 'thermal']|,
59.783952,-102.653938,28210,3000,8.772647392,|['visible', 'thermal']|,
48.803342,62.313613,28220,3000,4.274312469,|['visible', 'thermal']|,
60.958524,73.607553,28280,3000,5.850874683,|['visible', 'thermal']|,
7.263018,100.422104,28290,3000,9.288937547,|['visible', 'thermal']|,
68.909266,-111.432984,28290,3000,0.721729513,|['visible', 'thermal']|,
58.282178,-96.991457,28300,3000,3.737157579,|['visible', 'thermal']|,
61.07474,-96.233072,28300,3000,7.111130604,|['visible', 'thermal']|,
-1.816447,137.882259,28320,3000,0.393715407,|['visible', 'thermal']|,
36.121296,100.916936,28330,3000,0.84459918,|['visible', 'thermal']|,
53.458111,49.496391,28350,3000,2.310543332,|['visible', 'thermal']|,
65.504407,-125.518097,28360,3000,3.314435276,|['visible', 'thermal']|,
-40.661885,-72.600861,28360,3000,7.811599408,|['visible', 'thermal']|,
23.958898,-98.666409,28370,3000,7.027823487,|['visible', 'thermal']|,
-17.614651,-57.782753,28380,3000,1.009653309,|['visible', 'thermal']|,
-33.491959,-53.07479,28390,3000,3.516289023,|['visible', 'thermal']|,
55.586298,-104.594474,28390,3000,8.835951529,|['visible', 'thermal']|,
-17.88857,-57.467495,28390,3000,5.435807401,|['visible', 'thermal']|,
-30.938318,119.657311,28390,3000,0.199337753,|['visible', 'thermal']|,
26.709643,117.117567,28400,3000,9.646264433,|['visible', 'thermal']|,
-45.026494,168.730012,28410,3000,2.309198637,|['visible', 'thermal']|,
-38.752083,-62.95625,28410,3000,2.755779552,|['visible', 'thermal']|,
52.864583,78.610417,28420,3000,5.434592631,|['visible', 'thermal']|,
-30.938318,119.657311,28420,3000,1.550423979,|['visible', 'thermal']|,
66.358014,-97.200743,28440,3000,3.0205026,|['visible', 'thermal']|,
-42.029983,146.919726,28450,3000,8.527026948,|['visible', 'thermal']|,
53.580618,-9.319654,28470,3000,2.096165216,|['visible', 'thermal']|,
30.649762,82.062069,28470,3000,2.674713802,|['visible', 'thermal']|,
-23.131401,-49.732019,28480,3000,2.516563916,|['visible', 'thermal']|,
35.29375,83.127083,28480,3000,0.102365973,|['visible', 'thermal']|,
59.347532,-99.586662,28480,3000,4.817694575,|['visible', 'thermal']|,
63.896801,33.313583,28490,3000,9.918470907,|['visible', 'thermal']|,
-15.764559,26.014517,28500,3000,1.700961094,|['visible', 'thermal']|,
61.721546,26.552083,28560,3000,6.400977295,|['visible', 'thermal']|,
34.547917,88.997917,28570,3000,2.269446528,|['visible', 'thermal']|,
63.185069,-118.215625,28570,3000,6.466472586,|['visible', 'thermal']|,
59.783952,-102.653938,28570,3000,6.550379053,|['visible', 'thermal']|,
62.322478,-107.677083,28590,3000,0.823281404,|['visible', 'thermal']|,
36.927083,98.252083,28600,3000,8.105571199,|['visible', 'thermal']|,
35.069376,-88.247429,28610,3000,4.23180249,|['visible', 'thermal']|,
60.574543,-96.9215,28620,3000,6.345761202,|['visible', 'thermal']|,
65.241517,-106.332759,28640,3000,4.458470697,|['visible', 'thermal']|,
54.588697,-110.321725,28670,3000,5.350963798,|['visible', 'thermal']|,
54.529555,-107.26722,28680,3000,2.544384853,|['visible', 'thermal']|,
66.99357,-126.177213,28730,3000,8.90571572,|['visible', 'thermal']|,
28.804265,-81.874095,28740,3000,8.590044672,|['visible', 'thermal']|,
29.477083,30.660417,28750,3000,3.867121848,|['visible', 'thermal']|,
49.697081,-74.719792,28750,3000,0.666031994,|['visible', 'thermal']|,
67.411458,32.555208,28770,3000,2.186596141,|['visible', 'thermal']|,
64.707673,14.195439,28770,3000,4.037202902,|['visible', 'thermal']|,
61.214099,-99.757972,28810,3000,3.059272822,|['visible', 'thermal']|,
68.872817,-111.002129,28810,3000,7.2448328,|['visible', 'thermal']|,
34.197917,6.347917,28820,3000,5.445532934,|['visible', 'thermal']|,
6.75127,-11.334382,28820,3000,2.589278705,|['visible', 'thermal']|,
32.01875,84.14375,28820,3000,0.990812357,|['visible', 'thermal']|,
60.26521,-164.064566,28830,3000,2.588941186,|['visible', 'thermal']|,
61.785305,21.735417,28830,3000,2.430253063,|['visible', 'thermal']|,
49.080395,-83.390625,28840,3000,9.007869988,|['visible', 'thermal']|,
62.360093,-100.79089,28850,3000,4.363789087,|['visible', 'thermal']|,
51.514095,-87.921875,28850,3000,3.442755725,|['visible', 'thermal']|,
53.76875,66.827083,28850,3000,9.71952745,|['visible', 'thermal']|,
-2.593718,-79.710373,28850,3000,8.215552548,|['visible', 'thermal']|,
43.92173,77.103595,28860,3000,6.620463713,|['visible', 'thermal']|,
-48.44375,-71.185417,28870,3000,6.757978911,|['visible', 'thermal']|,
63.695555,22.900312,28870,3000,4.389410241,|['visible', 'thermal']|,
49.147917,46.685417,28880,3000,0.183308811,|['visible', 'thermal']|,
-2.124127,30.282718,28880,3000,0.808992561,|['visible', 'thermal']|,
27.824336,-109.896658,28900,3000,3.716892333,|['visible', 'thermal']|,
-47.252083,-71.589583,28930,3000,6.097221628,|['visible', 'thermal']|,
64.074333,-107.936388,28970,3000,7.115342345,|['visible', 'thermal']|,
48.598646,-75.979883,28970,3000,2.444295279,|['visible', 'thermal']|,
0.315825,31.841516,28970,3000,9.79166357,|['visible', 'thermal']|,
58.519686,-74.245998,28970,3000,2.456541869,|['visible', 'thermal']|,
48.600145,88.425191,28980,3000,0.509642552,|['visible', 'thermal']|,
-30.697008,121.964583,28990,3000,9.971194287,|['visible', 'thermal']|,
54.850824,-69.780208,29000,3000,8.184292382,|['visible', 'thermal']|,
-33.056259,-57.443742,29000,3000,3.830953821,|['visible', 'thermal']|,
61.348736,-109.857858,29010,3000,8.617068666,|['visible', 'thermal']|,
48.123362,44.790133,29010,3000,1.236894287,|['visible', 'thermal']|,
62.880879,-104.318853,29020,3000,3.550490839,|['visible', 'thermal']|,
76.996388,-66.407285,29020,3000,5.097112012,|['visible', 'thermal']|,
46.205924,6.149862,29030,3000,6.000167612,|['visible', 'thermal']|,
-15.192741,-69.923958,29030,3000,0.697395788,|['visible', 'thermal']|,
63.532473,30.535306,29050,3000,4.286715448,|['visible', 'thermal']|,
70.842728,158.815625,29050,3000,2.35658313,|['visible', 'thermal']|,
64.695299,13.740625,29060,3000,7.148984888,|['visible', 'thermal']|,
55.83722,-106.7699,29080,3000,9.873889383,|['visible', 'thermal']|,
60.949915,-73.646484,29090,3000,1.038514643,|['visible', 'thermal']|,
58.686064,-156.430153,29100,3000,9.982502812,|['visible', 'thermal']|,
45.60036,-66.944502,29100,3000,5.623245627,|['visible', 'thermal']|,
37.007279,100.533041,29110,3000,6.841175992,|['visible', 'thermal']|,
24.099571,68.799835,29110,3000,5.631525434,|['visible', 'thermal']|,
56.306213,-66.272403,29130,3000,4.248227307,|['visible', 'thermal']|,
56.234185,-103.149606,29150,3000,1.203022637,|['visible', 'thermal']|,
52.572208,-100.307292,29160,3000,3.35595194,|['visible', 'thermal']|,
60.579376,-137.237131,29170,3000,7.437261653,|['visible', 'thermal']|,
-3.579647,-60.014777,29180,3000,4.105384717,|['visible', 'thermal']|,
59.718456,67.275138,29180,3000,6.742064164,|['visible', 'thermal']|,
32.591171,116.654353,29190,3000,6.943393536,|['visible', 'thermal']|,
58.584953,-75.808974,29230,3000,9.526538234,|['visible', 'thermal']|,
37.70282,-120.419017,29230,3000,2.582925852,|['visible', 'thermal']|,
58.366161,-101.14302,29250,3000,2.767887722,|['visible', 'thermal']|,
60.844954,-76.410417,29260,3000,1.94977753,|['visible', 'thermal']|,
46.135417,68.635417,29280,3000,1.140845757,|['visible', 'thermal']|,
54.900121,-99.666426,29320,3000,2.632539249,|['visible', 'thermal']|,
39.731623,-6.884572,29320,3000,4.968928692,|['visible', 'thermal']|,
66.321436,-97.840625,29340,3000,8.463119174,|['visible', 'thermal']|,
49.878134,-124.553185,29340,3000,6.776698483,|['visible', 'thermal']|,
53.590624,-88.386458,29360,3000,9.765646567,|['visible', 'thermal']|,
52.97061,-115.582343,29370,3000,1.050737592,|['visible', 'thermal']|,
48.947982,-92.001627,29380,3000,7.151947897,|['visible', 'thermal']|,
61.283832,25.596449,29400,3000,9.21691714,|['visible', 'thermal']|,
60.819308,-162.301688,29400,3000,5.774211597,|['visible', 'thermal']|,
59.401242,-103.446151,29430,3000,1.861926582,|['visible', 'thermal']|,
-3.653975,-59.375139,29430,3000,8.270695759,|['visible', 'thermal']|,
52.077993,-118.569792,29460,3000,5.781601819,|['visible', 'thermal']|,
62.272159,-99.594973,29470,3000,7.994475886,|['visible', 'thermal']|,
53.329898,-69.15502,29490,3000,7.057846942,|['visible', 'thermal']|,
58.953408,16.882002,29510,3000,4.152194889,|['visible', 'thermal']|,
-38.962699,-71.054014,29530,3000,3.472650838,|['visible', 'thermal']|,
-37.222917,-63.572917,29530,3000,3.800495331,|['visible', 'thermal']|,
63.49645,-93.028521,29550,3000,5.188692541,|['visible', 'thermal']|,
-33.574789,147.411949,29560,3000,2.822048615,|['visible', 'thermal']|,
45.522304,-73.542458,29560,3000,1.887359332,|['visible', 'thermal']|,
-21.597917,145.860417,29590,3000,7.008692878,|['visible', 'thermal']|,
49.519621,-93.917276,29600,3000,9.641304344,|['visible', 'thermal']|,
-18.082743,-57.524515,29610,3000,6.68103911,|['visible', 'thermal']|,
55.543763,89.630901,29610,3000,7.785475996,|['visible', 'thermal']|,
9.212215,-74.665994,29630,3000,2.422755239,|['visible', 'thermal']|,
62.37804,-107.728125,29630,3000,5.443056712,|['visible', 'thermal']|,
67.504076,18.462997,29650,3000,3.384826126,|['visible', 'thermal']|,
22.396026,-98.124874,29650,3000,7.907458628,|['visible', 'thermal']|,
36.29189,-86.658869,29670,3000,7.579546758,|['visible', 'thermal']|,
67.60288,-92.411161,29710,3000,2.924077745,|['visible', 'thermal']|,
-5.141307,-36.612013,29720,3000,3.084066911,|['visible', 'thermal']|,
49.43052,-84.977083,29730,3000,6.092530591,|['visible', 'thermal']|,
48.757938,-78.982425,29730,3000,6.696020904,|['visible', 'thermal']|,
50.564583,73.685417,29730,3000,4.561775923,|['visible', 'thermal']|,
65.677082,-99.181252,29740,3000,6.155631949,|['visible', 'thermal']|,
68.855434,-81.989595,29750,3000,5.691940435,|['visible', 'thermal']|,
68.628125,154.839583,29750,3000,5.956129047,|['visible', 'thermal']|,
60.675168,-144.743412,29750,3000,4.19902654,|['visible', 'thermal']|,
24.415835,115.366097,29760,3000,1.734151483,|['visible', 'thermal']|,
-42.728523,145.978504,29770,3000,4.659695641,|['visible', 'thermal']|,
55.729263,-97.03656,29770,3000,2.810474918,|['visible', 'thermal']|,
33.477083,90.35625,29780,3000,7.825040322,|['visible', 'thermal']|,
69.617148,-107.73125,29800,3000,7.509508595,|['visible', 'thermal']|,
69.456131,-115.530985,29820,3000,7.067921984,|['visible', 'thermal']|,
-38.697917,-67.997917,29830,3000,7.909705773,|['visible', 'thermal']|,
-40.234667,-72.14274,29830,3000,0.811772013,|['visible', 'thermal']|,
61.747903,-93.652095,29840,3000,3.183020887,|['visible', 'thermal']|,
69.194027,-105.681181,29850,3000,7.997540228,|['visible', 'thermal']|,
69.652927,70.177161,29850,3000,0.94709136,|['visible', 'thermal']|,
44.462991,124.746846,29860,3000,8.608518052,|['visible', 'thermal']|,
65.808988,-97.800375,29870,3000,0.558567029,|['visible', 'thermal']|,
50.933751,-90.254514,29870,3000,7.345899357,|['visible', 'thermal']|,
65.906978,-100.03125,29880,3000,9.022303696,|['visible', 'thermal']|,
62.527444,176.647917,29880,3000,6.571189439,|['visible', 'thermal']|,
59.418328,-139.01329,29900,3000,1.151734632,|['visible', 'thermal']|,
26.941122,-81.100806,29910,3000,1.545497057,|['visible', 'thermal']|,
39.160972,-120.141773,29920,3000,0.5180569,|['visible', 'thermal']|,
58.07234,-69.908966,29930,3000,6.870143052,|['visible', 'thermal']|,
63.547907,14.284304,29940,3000,6.283522987,|['visible', 'thermal']|,
49.707462,-91.940887,29940,3000,0.006677582,|['visible', 'thermal']|,
54.311572,-65.315548,29950,3000,2.016528761,|['visible', 'thermal']|,
69.036585,27.009313,29960,3000,6.422584072,|['visible', 'thermal']|,
48.419229,-91.725129,29960,3000,3.783575795,|['visible', 'thermal']|,
25.214599,96.367699,29970,3000,3.538985576,|['visible', 'thermal']|,
17.40296,73.753125,29970,3000,7.784530774,|['visible', 'thermal']|,
67.011458,92.625601,29980,3000,1.240222679,|['visible', 'thermal']|,
37.489583,93.952083,30010,3000,0.711553411,|['visible', 'thermal']|,
64.660542,65.727092,30020,3000,3.224052141,|['visible', 'thermal']|,
-13.395155,-48.147113,30040,3000,5.816861449,|['visible', 'thermal']|,
35.327083,91.885417,30040,3000,6.480663227,|['visible', 'thermal']|,
42.297917,101.252083,30050,3000,2.324703868,|['visible', 'thermal']|,
54.934861,-103.022351,30060,3000,0.602675268,|['visible', 'thermal']|,
46.911659,18.044567,30080,3000,2.218204959,|['visible', 'thermal']|,
42.121153,-111.317708,30110,3000,8.884194935,|['visible', 'thermal']|,
8.972899,98.793103,30110,3000,9.563528573,|['visible', 'thermal']|,
14.123704,-16.565834,30120,3000,0.156559817,|['visible', 'thermal']|,
-21.335417,124.802083,30160,3000,6.447124937,|['visible', 'thermal']|,
59.181156,12.235526,30160,3000,2.112945104,|['visible', 'thermal']|,
62.403783,12.959497,30160,3000,8.374249747,|['visible', 'thermal']|,
35.877083,6.552083,30170,3000,2.876942289,|['visible', 'thermal']|,
63.868409,34.380735,30190,3000,1.303296196,|['visible', 'thermal']|,
47.177793,-76.203377,30190,3000,4.495733251,|['visible', 'thermal']|,
37.94536,127.816344,30200,3000,6.25265993,|['visible', 'thermal']|,
49.342295,-117.774543,30220,3000,6.969423347,|['visible', 'thermal']|,
50.083555,-77.4748,30220,3000,3.79945192,|['visible', 'thermal']|,
53.521501,-112.506365,30230,3000,0.696945326,|['visible', 'thermal']|,
39.190012,118.68304,30230,3000,8.991270248,|['visible', 'thermal']|,
54.366121,-66.155208,30240,3000,2.239626835,|['visible', 'thermal']|,
69.693261,-84.264583,30240,3000,2.115456932,|['visible', 'thermal']|,
70.822917,-155.452083,30240,3000,2.849633052,|['visible', 'thermal']|,
65.318925,17.315414,30250,3000,6.241384288,|['visible', 'thermal']|,
57.874857,12.442231,30250,3000,0.002029536,|['visible', 'thermal']|,
48.952079,62.206541,30250,3000,6.33432486,|['visible', 'thermal']|,
30.0687,114.18131,30270,3000,3.397354987,|['visible', 'thermal']|,
-35.93823,-62.490543,30280,3000,9.29853727,|['visible', 'thermal']|,
53.009844,73.160417,30280,3000,7.52611892,|['visible', 'thermal']|,
7.031395,-5.471695,30300,3000,7.825510793,|['visible', 'thermal']|,
55.404358,56.554396,30300,3000,1.89093304,|['visible', 'thermal']|,
30.475526,118.181053,30310,3000,4.277644574,|['visible', 'thermal']|,
14.780991,-83.328822,30340,3000,2.070716512,|['visible', 'thermal']|,
36.227217,-84.09268,30340,3000,1.510619971,|['visible', 'thermal']|,
-22.471582,-52.958685,30360,3000,3.102462502,|['visible', 'thermal']|,
31.033707,82.22968,30360,3000,9.608885484,|['visible', 'thermal']|,
48.197917,46.897917,30380,3000,1.446896394,|['visible', 'thermal']|,
49.39895,-76.451544,30380,3000,5.416049719,|['visible', 'thermal']|,
49.031321,-93.659363,30380,3000,1.661016579,|['visible', 'thermal']|,
54.606807,-65.753574,30380,3000,1.195054944,|['visible', 'thermal']|,
57.06875,-101.339707,30390,3000,9.1443479,|['visible', 'thermal']|,
49.197801,-74.044925,30390,3000,9.072232622,|['visible', 'thermal']|,
57.30625,-97.59375,30390,3000,7.867948383,|['visible', 'thermal']|,
49.928042,-74.219075,30410,3000,5.177482609,|['visible', 'thermal']|,
30.468428,116.24678,30410,3000,1.215894964,|['visible', 'thermal']|,
62.61152,38.749159,30410,3000,5.401146742,|['visible', 'thermal']|,
65.008925,13.536645,30420,3000,2.327663635,|['visible', 'thermal']|,
62.697805,65.331235,30470,3000,0.185690939,|['visible', 'thermal']|,
15.026509,-87.743868,30470,3000,8.779596173,|['visible', 'thermal']|,
60.591893,-109.950504,30480,3000,3.609515868,|['visible', 'thermal']|,
59.319236,11.901149,30490,3000,6.329109979,|['visible', 'thermal']|,
49.289459,-124.911215,30490,3000,3.501971346,|['visible', 'thermal']|,
63.869905,-116.559375,30490,3000,8.261100597,|['visible', 'thermal']|,
62.970687,-117.885417,30500,3000,6.097328941,|['visible', 'thermal']|,
60.949915,-73.646484,30510,3000,2.583471845,|['visible', 'thermal']|,
57.06875,-101.339707,30510,3000,8.684154968,|['visible', 'thermal']|,
33.477083,90.35625,30520,3000,3.039255734,|['visible', 'thermal']|,
64.64974,-109.898533,30530,3000,1.397105252,|['visible', 'thermal']|,
31.385821,120.826612,30550,3000,6.338956018,|['visible', 'thermal']|,
51.092682,-91.463542,30570,3000,9.142243794,|['visible', 'thermal']|,
55.315398,-63.110721,30570,3000,1.450494688,|['visible', 'thermal']|,
54.588697,-110.321725,30570,3000,0.976237318,|['visible', 'thermal']|,
72.288599,146.260417,30580,3000,1.491529162,|['visible', 'thermal']|,
53.160069,-99.289952,30590,3000,0.64722581,|['visible', 'thermal']|,
52.91782,-91.566277,30590,3000,1.385064481,|['visible', 'thermal']|,
56.391348,-63.723958,30590,3000,2.144647158,|['visible', 'thermal']|,
32.292011,116.653585,30590,3000,3.515096053,|['visible', 'thermal']|,
-24.206323,128.810429,30610,3000,1.505661206,|['visible', 'thermal']|,
57.900387,-96.712842,30610,3000,0.321179814,|['visible', 'thermal']|,
34.147952,-94.684146,30610,3000,0.451457092,|['visible', 'thermal']|,
34.477083,54.335417,30630,3000,8.712186686,|['visible', 'thermal']|,
-3.825186,37.470367,30630,3000,6.78167574,|['visible', 'thermal']|,
55.072879,-92.772878,30630,3000,3.045234978,|['visible', 'thermal']|,
35.870603,-95.232292,30640,3000,3.469230293,|['visible', 'thermal']|,
64.946528,-15.792708,30640,3000,4.430135791,|['visible', 'thermal']|,
49.031321,-93.659363,30640,3000,1.666567253,|['visible', 'thermal']|,
62.155369,66.473958,30660,3000,8.022986142,|['visible', 'thermal']|,
44.488532,-78.227025,30660,3000,5.263217438,|['visible', 'thermal']|,
16.372144,-15.778616,30670,3000,1.967835041,|['visible', 'thermal']|,
34.421538,-86.39202,30670,3000,8.775060628,|['visible', 'thermal']|,
35.133194,116.663141,30670,3000,1.505134693,|['visible', 'thermal']|,
70.945538,147.462153,30670,3000,4.180424349,|['visible', 'thermal']|,
-31.052083,135.26875,30690,3000,9.788178939,|['visible', 'thermal']|,
68.299042,149.79684,30690,3000,1.70807954,|['visible', 'thermal']|,
9.582045,-68.148619,30700,3000,0.167529272,|['visible', 'thermal']|,
54.148175,-92.068929,30710,3000,4.068943104,|['visible', 'thermal']|,
61.002262,75.451708,30710,3000,6.851107176,|['visible', 'thermal']|,
-29.44375,147.839583,30710,3000,4.062803175,|['visible', 'thermal']|,
13.230708,121.334083,30720,3000,1.963152821,|['visible', 'thermal']|,
-3.41182,-60.528557,30720,3000,9.540263458,|['visible', 'thermal']|,
32.972917,86.710417,30750,3000,0.188256565,|['visible', 'thermal']|,
50.549053,-121.188522,30780,3000,8.888697011,|['visible', 'thermal']|,
